"id","content","content_en","content_fr","content_kr","content_scn","content_tcn","content_ina","content_thai"
543,"どこもわるくないのなら、かえってもらえますぅ？","If there's nothing wrong with you why are you here?","Si vous êtes en pleine forme, pourriez-vous vous en aller ?",,"如果没有哪里不舒服的话，请您离开好吗？","如果沒有哪裡不舒服的話，請您離開好嗎？","Dimanapu tidak ada yang asalah, bisakah kamu pergi ?","ถ้าสบายดีล่ะก็ ช่วยกลับไปได้ไหมคะ?"
544,"ああ、へんなきもち。　またあのこえがきこえるなぁ","Ohh that feels weird. I can hear that voice again...","Je me sens bizarre... J'entends à nouveau cette voix...",,"呜呜，好奇怪的感觉。又听到那个声音了啦。","嗚嗚，好奇怪的感覺。又聽到那個聲音了啦。","Aaaa ...perasaanku tidak enak. Suara itu terdengar kembali olehku.","อา..รู้สึกแปลกจัง ได้ยินเสียงนั้นอีกแล้ว"
545,"わたしはあなたのママじゃない！","I'm not your Mom!","Je ne suis pas ta maman !",,"我不是你的妈妈！","我不是妳的媽媽！","Aku bukan mama kamu !","ฉันไม่ใช่แม่ของเธอนะ!"
546,"わーいママだあ！　ねえ遊ぼうよ！","Squee! Mummy! Play with me?","Ma maman ! Dis, joue avec moi !",,"耶！是妈妈耶！一起玩嘛！","耶！是媽媽耶！一起玩嘛！","Waaa,, mama yang baik. Hei, main yuk !","เย้ คุณแม่ล่ะ! มาเล่นด้วยกันเถอะ!"
547,"思い出した。　君は……","I just remembered who you are...","Je me souviens de toi...",,"我想起来了。你是……","我想起來了。妳是……","Aku ingat. Kamu ......","นึกออกแล้ว เธอคือ..."
548,"神意に逆らうことなど誰にもできん","Nobody can stand against the will of God.","Personne ne peut résister à Dieu.",,"谁都无法违背神的旨意。","誰都無法違背神的旨意。","Siapapun tidak bisa melawan kehendak Tuhan","ไม่มีใครสามารถฝ่าประสงค์ของพระเจ้าได้"
549,"神の望む世界のために我々は戦うのだ","We will fight to bring about God's plan.","Nous nous battons pour un Monde voulu par les dieux.",,"我们是为了神所期望的世界而战。","我們是為了神所期望的世界而戰。","Demi dunia, tuhan menginginkan kita berperang.","เราต่อสู้เพื่อโลกที่พระเจ้าต้องการ"
550,"意志などはまやかし、すべては運命だ","Free will is an illusion, everything is destined.","Il n'y pas de volonté ; il n'existe que le destin.",,"个人意志什么的都是幻觉，一切都是命中所定。","個人意志什麼的都是幻覺，一切都是命中所定。","Tekad itu palsu, semuanya itu adalah takdir.","ความต้องการคือสิ่งจอมปลอม ทั้งหมดคือโชคชะตา"
551,"我が意こそ神意","We do as God wills.","Ma volonté est la Providence.",,"我的意志就是神的旨意。","我的意志就是神的旨意。","Kehendakku adalah kehendak Tuhan","ความประสงค์ข้าคือประสงค์ของพระเจ้า"
552,"未来は神が作る","God creates the future.","Dieu modèle l'avenir.",,"未来是由神所创造的。","未來是由神所創造的。","Yang membuat masa depan adalah dewa.","พระเจ้าคือผู้สร้างอนาคต"
553,"お前の力、みせてもらおう","Show me your strength.","Montre-moi ta puissance.",,"让我见识一下你的力量吧。","讓我見識一下你的力量吧。","Perlihatkan kekuatan kamu","ขอดูพลังของแกหน่อยเถอะ"
554,"貴様には特別な神罰を与えよう","God has a special hell set aside for you.","Je vais te donner une punition divine toute particulière.",,"我将赐予你特别的神罚。","我將賜予你特別的神罰。","Akan ku berikan kamu hukuman special.","ขอมอบทัณฑ์สวรรค์พิเศษให้แก"
555,"戦い、血が必要……","Conflict requires blood.","Une bataille... J'ai besoin de sang...",,"战争，需要鲜血……","戰爭，需要鮮血……","Untuk bertarung itu membutuhkan darah ...","เลือด...จำเป็นสำหรับการต่อสู้"
556,"お前のせいで！　皆が苦しむ！","It's all your fault! Everyone is suffering!","Tout le monde souffre à cause de toi !",,"都是你害的！　所以大家才会受这么多苦！","都是你害的！　所以大家才會受這麼多苦！","Gara-gara kamu, semua orang jadi menderita.","เพราะแก! ทุกคนถึงต้องทรมาน!"
557,"あなた遊んでくれるの？","Won't you play with me?","Tu veux jouer avec moi ?",,"你能陪我玩玩吗？","你能陪我玩玩嗎？","Apakah kamu mau bermain denganku ?","เธอจะเล่นกับฉันเหรอ?"
558,"楽しみましょう。人生は短いのだから","Life is short so let's enjoy this.","Amusons-nous ! La vie est si courte.",,"好好享受吧，人生可是很短的。","好好享受吧，人生可是很短的。","Mari kita bersenang-senang. Karena hidup ini pendek.","ชีวิตคนนั้นสั้นนัก มาสนุกกันเถอะ"
559,"ねえ、あなた楽しいことは嫌いじゃないでしょう？","What's the matter, don't you like fun?","J'espère que tu aimes bien t'amuser !",,"我想你应该不讨厌快乐的事吧？","我想你應該不討厭快樂的事吧？","Hei, kamu pasti suka ha-hal yang menyenangkan bukan ?","นี่ เธอไม่ได้รังเกียจเรื่องสนุกๆ ใช่ไหมล่ะ?"
560,"私は快楽のために生きてる。あなただってそうでしょう","I live only for pleasure. I'm sure you're just the same!","Je vis pour le plaisir. Toi aussi, non ?",,"我是为了快乐而活的，你应该也是吧？","我是為了快樂而活的，你應該也是吧？","Aku hidup demi sebuah kesenangan, kamu sendiri juga seperti itu kan ?","ฉันมีชีวิตอยู่เพื่อความเพลิดเพลิน เธอก็เหมือนกันใช่ไหม"
561,"どこで終わっても良いのよ。今、楽しめれば","I don't care how things end, as long as I had fun.","Je me fiche pas mal de quand tout cela se terminera. Je veux simplement m'amuser maintenant.",,"不管在哪里结束都没差，只要好好享受当下的话。","不管在哪裡結束都沒差，只要好好享受當下的話。","Andaikan sekarang akan menyenangkan, dimanapun ini berakhir aku tidak peduli.","ให้มันจบตรงนี้ก็ได้นะ ถ้าจะสนุกได้ตอนนี้"
562,"過ぎ去った日々を懐かしむなんて、私はできないの","I don't do nostalgia.","Je n'ai pas la nostalgie de mon passé.",,"我没有办法过着，怀念过去日子的生活。","我沒有辦法過著，懷念過去日子的生活。","Jika untuk mengingat masa-masa yang sudah berlalu, aku tidak bisa.","จะให้มามัวคิดถึงแต่อดีตที่ผ่านไปน่ะ ฉันทำไม่ได้หรอก"
563,"ビアギッテ、君を迎えに来た","Birgit, you came to see me.","Birgitte, je suis venu te chercher.",,"碧姬媞，我来迎接你了。","碧姬媞，我來迎接妳了。","Birgit, aku datang untuk menjemputmu.","เบียกิตเต้ ฉันมาต้อนรับเธอแล้ว"
564,"こんなところで再会するなんて、まるで運命ね","Meeting again in a place like this? I can only say it's fate.","On dirait que c'est le destin qui nous fait nous rencontrer ici.",,"没想到会在这种地方相遇，简直就是像是命中注定呢。","沒想到會在這種地方相遇，簡直就是像是命中注定呢。","Bisa bertemu kembali di tempat ini, itu seperti takdir.","ได้เจอกันแบบนี้ อย่างกับชะตาลิขิตเลยนะ"
565,"美とは至上の価値","Beauty is the ultimate meaning.","La Beauté est une valeur surpême.",,"美丽有着至高无上的价值。","美麗有著至高無上的價值。","Kecantikan adalah nilai kekuasaan.","ความงามคือสิ่งล้ำค่าที่สุด"
566,"美は死に勝る","Beauty can surpass death itself.","La Beauté peut vaincre la Mort.",,"美丽是优于死亡的。","美麗是優於死亡的。","Kecantikan adalah kemenangan atas kematian.","ความงามนั้นชนะความตาย"
567,"この世界の美は私のためにある","All the world's beauty is there for me alone.","La Beauté de ce Monde m'appartient.",,"这个世界的美都是为了我而存在的。","這個世界的美都是為了我而存在的。","Dunia yang indah ini ada untuk saya","ความงามของโลกนี้มีไว้เพื่อฉัน"
568,"この私を怒らせるな、醜い者どもよ","Don't make me angry, I'm ugly when I'm angry.","Ne me dérangez pas, bande de laiderons !",,"别想惹怒我，你们这些丑陋的家伙。","別想惹怒我，你們這些醜陋的傢伙。","Jangan marahi aku, dasar orang jelek","อย่าทำให้ฉันโกรธนะ เจ้าพวกอัปลักษณ์ทั้งหลาย"
569,"美とは調和であり、強者の倫理なのだよ","[There is beauty in harmony], these are the ethics of a warrior.","La Beauté est harmonie, et c'est l'Ethique même des vainqueurs.",,"美丽即是调和，也就是强者的伦理。","美麗即是調和，也就是強者的倫理。","Kecantikan adalah harmonisasi etika dari prajurit.","ความงามคือท่วงทำนอง คือจรรยาของผู้แข็งแกร่ง"
570,"これはビアギッテ様、相変わらずお美しい","Ah, it's Birgit. You are as beautiful as ever!","Oh, Dame Birgitte, vous êtes toujours aussi gracieuse.",,"这不是碧姬媞大人吗，您还是一样地美丽。","這不是碧姬媞大人嗎，您還是一樣地美麗。","Ini adalah Birgitte, seperti biasa selalu anggun.","สวัสดีครับ ท่านเบียกิตเต้ ยังคงงดงามไม่เปลี่ยนเลยนะ"
