"id","name","weapon_no","passive_id","card_cost","restriction","image","caption","weapon_type","material_use_cnt","material_add_param","material_exp","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
99,"白の結晶石",99,,1,25,"item_f_y001.swf","近接ATK+2。遠隔DEF+3。ケイオシウム能力者に力を与える透明色の結晶石。",0,0,0,0,"2010-06-18 08:30:02 UTC","White Crystal","Cristal ","백의 결정석","白之结晶石","白之結晶石","White Crystal Stone","คริสตัลสีขาว","Short Range ATK+2. Long Range DEF+3. This clear crystal gives power to the servants of Chaos.","Courte portée ATK+2. Longue portée DEF+3 . Cristal qui donne une puissance supérieure aux adeptes du Chaos.","근거리 ATK+2，원거리 DEF+3  /케이오시움 능력자에게 힘을주는 투명색의 결정석","近距离攻击+2。近距离防御+3。可以给溷沌原素能力者带来力量的透明结晶石。","近距離攻擊+2。遠距離防禦+3。可以給混沌原素能力者帶來力量的透明結晶石。","SWORD ATK+2. GUN DEF+3. Kristal transparan yang memberikan kekuatan bagi orang-orang berilmu Chaos.","ATKใกล้+2, DEFไกล+3 คริสตัลใสที่ให้พลังแก่ผู้ใช้เคโอเซียม"
100,"黒の結晶石",100,,1,25,"item_f_y002.swf","ATK+2。DEF+1。ケイオシウム能力者に力を与える混沌の結晶石。",0,0,0,0,"2010-06-18 08:30:02 UTC","Black Crystal","Cristal Noir","흑의 결정석","黑之结晶石","黑之結晶石","Black Crystal Stone","คริสตัลสีดำ","ATK+2. DEF+1. This black crystal gives power to the servants of Chaos.","ATK+2. DEF+1. Cristal qui donne une puissance supérieure aux adeptes du Chaos.","ATK+2，DEF +1  /케이오시움 능력자에게 힘을주는 혼돈의 결정석","攻击+2。防御+1。可以给溷沌原素能力者带来力量的溷沌结晶石。","攻擊+2。防禦+1。可以給混沌原素能力者帶來力量的混沌結晶石。","ATK+2. DEF+1. Kristal chaos yang memberikan kekuatan bagi orang-orang berilmu Chaos.","ATK+2, DEF+1 คริสตัลขุ่นที่ให้พลังแก่ผู้ใช้เคโอเซียม"
101,"ドールマスター",101,,0,26,"item_f_z000.swf","近接DEF+4。自動人形たちの縫合に使用される医療器具。",0,0,0,0,"2010-06-18 08:30:02 UTC","Doll Surgery Kit","Doll Master","인형 마스터","人偶师","人偶師","Doll Master","Doll Master","Short Range DEF+4. This medical kit is specialised for the repair and maintenance of mechanical dolls.","Courte portée DEF+4. Instruments permettant de recoudre les Poupées.","근거리 DEF+4  /자동인형의 봉합에 사용되는 의료 기구","近距离防御+4。缝合自动人偶时使用的医疗器具。","近距離防禦+4。縫合自動人偶時使用的醫療器具。","SWORD DEF+4. Peralatan medis yang digunakan untuk menjahit boneka robot.","DEFใกล้+4 อุปกรณ์พยาบาลที่ใช้ในการเย็บตุ๊กตาอัตโนมัติเข้าด้วยกัน"
102,"ターヘル・アナトミア",102,,1,26,"item_f_z001.swf","遠隔ATK+3。遠隔DEF+2。対象に強烈な幻覚作用をもたらす神経針。",0,0,0,0,"2010-06-18 08:30:02 UTC","Tafel Anatomie","Tafel Anatomia","타헬 아나토미아","解体新书","解體新書","Tafel Anatomie","Tafel Anatomia","Long Range ATK+3. Long Range DEF+2. This injection targets the nerves with a potent hallucinatory effect.","Longue portée ATK+3. Longue portée DEF+2. Permet de faire voir une hallucination à son adversaire.","원거리 ATK+3，원거리 DEF+2  /상대에게 강렬한 환영을 가져오는 신경침","远距离攻击+3。远距离防御+2。给予对象强烈幻觉作用的神经针。","遠距離攻擊+3。遠距離防禦+2。給予對象強烈幻覺作用的神經針。","GUN ATK+3. GUN DEF+2. Suntikan saraf yang memberikan efek halusinasi.","ATKไกล+3 DEFไกล+2 เข็มระบบประสาทที่ใช้สร้างภาพลวงตาอันทรงพลัง"
103,"ネクロノミコン",103,,1,26,"item_f_z002.swf","ATK+1。DEF+2。死者を使役することができるという呪われた医学書。",0,0,0,0,"2010-06-18 08:30:02 UTC","Necronomicon","Necronomicon","네크로노미콘","尸条书","屍條書","Necronomicon","Necronomicon","ATK+1. DEF+2. This ancient and evil tome can be used to raise undead for your personal use.","ATK+1. DEF+2. Certains disent que ce livre maudit permet de faire revenir les morts à la vie.","ATK+1，DEF+2  /죽은 자를 부리는 저주받은 의학서","攻击+1。防御+2。被诅咒的医学书，可以招唤并差遣死者。","攻擊+1。防禦+2。被詛咒的醫學書，可以招喚並差遣死者。","ATK+1. DEF+2. Buku medis terkutuk yang dapat membangkitkan orang mati untuk digunakan.","ATK+1, DEF+2 หนังสือแพทย์ที่สามารถเรียกคนตายมาใช้งานได้"
104,"殲滅兵器",104,,0,27,"item_f_za00.swf","遠隔DEF+4。殲滅作戦にて運用される耐久性を兼ね備えた大型兵器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Exterminator","Arme d'Extermination","섬멸병기","歼灭兵器","殲滅兵器","Annihilation Arms","อาวุธทำลายล้าง","Long Range DEF+4. This large, durable weapon is for battles employing extermination tactics.","Longue portée DEF+4. Arme de gros gabarit utilisée pour détruire l'ennemi.","원거리 DEF+4  /섬멸 작전에 사용된 내구성이 좋은 대형 병기","远距离防御+4。歼灭作战时兼具耐久运用的大型兵器。","遠距離防禦+4。殲滅作戰時兼具耐久運用的大型兵器。","GUN DEF+4. Senjata besar yang digunakan untuk strategi pemusnahan yang sangat awet.","DEFไกล+4 อาวุธขนาดใหญ่ที่มีความแข็งแกร่ง ใช้ในการทำลายล้าง"
105,"掃討兵器",105,,1,27,"item_f_za01.swf","近接ATK+5。高火力をコンセプトに創られた装甲兵専用の兵器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Cleanup","Arme de Nettoyage","소탕병기","扫荡兵器","掃蕩兵器","Sweeping Arms","อาวุธกวาดล้าง","Short Range ATK+5. This is an armor hunter's favored weapon for clean-up operations.","Courte portée ATK+5. Arme seulement utilisable par les soldats en armure spécialisés en pyrotechnie.","근거리 ATK+5  /고화력을 목적으로 만들어진 장갑 전용의 병기","近距离攻击+5。以强大火力为设计概念的装甲兵专用兵器。","近距離攻擊+5。以強大火力為設計概念的裝甲兵專用兵器。","SWORD ATK+5. Senjata untuk prajurit berpelindung dengan daya tembak yang tinggi.","ATKใกล้+5 อาวุธสำหรับทหารติดเกราะที่สร้างขึ้นมาด้วยคอนเซปต์ไฟพลังความร้อนสูง"
106,"殺戮兵器",106,,1,27,"item_f_za02.swf","ATK+1。DEF+2。生命を絶つことに特化した殺戮のための兵器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Slaughter","Arme de Massacre","살상병기","杀戮兵器","殺戮兵器","Massacre Arms","อาวุธสังหารหมู่","ATK+1. DEF+2. This weapon has no other purpose than murder.","ATK+1. DEF+2. Arme de carnage, généralement utilisée pour les massacres.","ATK+1，DEF+2  /생명을 뺐어버리는 살상병기","攻击+1。防御+2。为了断绝性命特别强化的杀戮兵器。","攻擊+1。防禦+2。為了斷絕性命特別強化的殺戮兵器。","ATK+1. DEF+2. Senjata pembantai yang dikhususkan untuk membunuh.","ATK+1, DEF+2 อาวุธที่สร้างขึ้นเพื่อการสังหารหมู่"
107,"聖獣の牙",107,,0,28,"item_f_zb00.swf","DEF+2。所有者を守護する聖獣の牙で作られたお守り。",0,0,0,0,"2010-06-18 08:30:02 UTC","Beast Fang","Crocs de la Bête Divine","성수의 이빨","圣兽之牙","聖獸之牙","Fang of Holy Beast","เขี้ยวสัตว์ศักดิ์สิทธิ์","DEF+2. This protective amulet is made from the teeth of divine beasts.","DEF+2. Amulette fabriquée à partir d'une dent de la Bête Divine, protégeant celui qui la porte.","DEF+2 /소유자를 수호하는 성수의 이빨로 만들어진 부적","防御+2。用圣兽之牙做的护身符，守护持有者。","防禦+2。用聖獸之牙做的護身符，守護持有者。","SWORD DEF+3. GUN DEF+1. Jimat yang terbuat dari gigi Holy Beast yang dapat melindungi penggunanya.","DEF+2 เครื่องรางที่สร้างขึ้นจากเขี้ยวของสัตว์ศักดิ์สิทธิ์เพื่อปกป้องผู้ถือครอง"
108,"聖獣の爪",108,,1,28,"item_f_zb01.swf","遠隔ATK+3。近接DEF+2。所有者に加護を与える聖獣の爪で作られたお守り。",0,0,0,0,"2010-06-18 08:30:02 UTC","Beast Claw","Patte de la Bête Divine","성수의 손톱","圣兽之爪","聖獸之爪","Claw of Holy Beast","เล็บสัตว์ศักดิ์สิทธิ์","Long Range ATK+3. Short Range DEF+2. This protective amulet is made from the claws of divine beasts.","Longue portée ATK+3. Courte portée DEF+2. Amulette fabriquée à partir d'une patte de la Bête Divine protégeant celui qui la porte.","원거리 ATK+3, 근거리 DEF+2 /소유자에게 가호를 부여하는 성수의 손톱으로 만들어진 부적","远距离攻击+3。近距离防御+2。用圣兽之爪做的护身符，加护持有者的力量。","遠距離攻擊+3。近距離防禦+2。用聖獸之爪做的護身符，加護持有者的力量。","GUN DEF+3. SWORD DEF+2. Jimat yang terbuat dari telapak Holy Beast yang dapat melindungi penggunanya.","ATKไกล+3, DEFใกล้+2 เครื่องรางที่สร้างขึ้นจากเล็บของสัตว์ศักดิ์สิทธิ์เพื่ออวยพรผู้ถือครอง"
109,"聖痕の印章",109,,1,28,"item_f_zb02.swf","ATK+2。DEF+1。聖獣と聖獣使いとの絆を宿した唯一無二の印章。",0,0,0,0,"2010-06-18 08:30:02 UTC","Stamp of Stigma","Sceau des Stigmates","성흔의 인장","圣痕的印章","聖痕的印章","Seal of Stigma","ดวงตราแห่งแผลศักดิ์สิทธิ์","ATK+2. DEF+1. This unique seal cements the bond between a divine beast and its handler.","ATK+2. DEF+1. Sceau qui permet de créer un lien entre la Bête Divine et son Maître.","ATK+2，DEF+1  /성수와 사육사의 연을 새긴 유일한 인장","攻击+2。防御+1。寄宿着圣兽与圣兽师羁绊的独一无二的印章。","攻擊+2。防禦+1。寄宿著聖獸與聖獸師羈絆的獨一無二的印章。","ATK+2. DEF+1. Tanda yang terbentuk dari hubungan antara Holy Beast dan pelatihnya. ","ATK+2, DEF+1 ดวงตราที่มีพันธะของสัตว์และผู้ใช้สัตว์สถิตย์อยู่ มีเพียงหนึ่งไม่มีสอง"
110,"五月雨",110,,0,29,"item_f_zc00.swf","近接ATK+4。半月のような弧を描いた美しい小太刀。",0,0,0,0,"2010-06-18 08:30:02 UTC","Rainy Season","Saison des pluies","오월비","五月雨","五月雨","Monsoon","ฝนต้นฤดูร้อน","ATK+4. A short sword that scribes a half-moon arc when you swing it.","Courte portée ATK+4. Sabre court sur lequel est gravé un arc en demi-lune.","근거리 ATK +4  /반달 같은 호를 그리는 아름다운 작은 검","近距离攻击+4。如画中的弯月一样美丽的小太刀。","近距離攻擊+4。如畫中的彎月一樣美麗的小太刀。","GUN ATK+4. Belati indah yang melengkung seperti bulan sabit.","ATKใกล้+4 ดาบที่รูปร่างโค้งงามคล้ายพระจันทร์เสี้ยว"
111,"守護の苦無",111,,1,29,"item_f_zc01.swf","遠隔ATK+1。遠隔DEF+4。要人を守護するために作られた忍びの暗器。",0,0,0,0,"2010-06-18 08:30:02 UTC","Kunai","Kunaï","수호의 은혜","守护的苦无","守護的苦無","Kunai","คุไนพิทักษ์","Long Range ATK+1. Long Range DEF+4. A tool created devious ninjas to protect important people.","Longue portée ATK+1et DEF+4. Arme de ninja créée pour protéger les personnes d'importance.","원거리 ATK +1，원거리 DEF +4  /사람을 수호하기 위해 만들어진 은밀한 무기","远距离攻击+1。远距离防御+4。用来守护重要人士的忍者暗器。","遠距離攻擊+1。遠距離防禦+4。用來守護重要人士的忍者暗器。","GUN ATK+1. GUN DEF+4. Alat ninja yang dibuat untuk melindungi orang-orang penting.","ATKไกล+1, DEFไกล+4 อาวุธลับที่สร้างขึ้นเพื่อปกป้องบุคคลสำคัญ"
112,"修羅の秘伝書",112,,1,29,"item_f_zc02.swf","ATK+2。DEF+1。アスラの奥義が記されているという門外不出の秘伝書。",0,0,0,0,"2010-06-18 08:30:02 UTC","Secret Fighting Manual","Documents secrets de Shura","수라의 비전서","修罗的秘传书","修羅的秘傳書","Shura Secret Files","หนังสือแห่งความลับของชูร่า","ATK+2. DEF+1. A well guarded tome in which Asura's forbidden martial arts are said to be recorded.","ATK+2. DEF+1. Documents secrets qui contiendraient les secrets d'Asura.","ATK +2，DEF +1  /아수라의 비밀이 담긴 문외분출의 비전서","攻击+2。防御+1。记载了阿修罗奥义的珍藏秘传书。","攻擊+2。防禦+1。記載了阿修羅奧義的珍藏秘傳書。","ATK+2. DEF+1. Dokumen rahasia yang berisi misteri tentang Asura.","ATK+2, DEF+1 หนังสือแห่งความลับที่ไม่อาจเปิดเผยได้ ว่ากันว่ามีความลับของอาซูร่าบันทึกอยู่"
113,"チューン・ガバメント",113,,0,30,"item_f_zd00.swf","遠隔ATK+3。遠隔DEF+1。軍用拳銃を連射用にカスタマイズした改造拳銃。",0,0,0,0,"2010-06-18 08:30:02 UTC","Tune M1911","Tune M1911","연사용 권총","调整政府型","調整政府型","Tune Government","Tune M1911","Long Range ATK+3. Long Range DEF+1. A military handgun customised to allow rapid firing.","Longue portée, ATK+3 et DEF+1 Customisez votre M1911.","원거리 ATK +3，원거리 DEF +1  /군용 권총을 연사용으로 개조한 권총","远距离攻击+3。远距离防御+1。将军用手枪改装成连射用的改造手枪。","遠距離攻擊+3。遠距離防禦+1。將軍用手槍改裝成連射用的改造手槍。","GUN ATK+3. GUN DEF+1. Pistol yang dimodifikasi untuk keperluan militer.","ATKไกล+3, DEFไกล+1 ปืนพกที่ปรับแต่งขึ้นจากปืนของกองทัพเพื่อให้ยิงได้ต่อเนื่อง"
