"id","name","item_no","kind","sub_kind","duration","cond","image","image_frame","effect_image","caption","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
153,"秘伝書の断片3",152,3,,0,,"item_c_e006.swf",3,"cutinchara01_skl00.swf","アスラの奥義が記された秘伝書の断片。7種類集めると…？(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Secret Note #3","Fragment de document secret 3","비전서 두루마리3","秘传书的残页3","秘傳書的殘頁3","Secret Note Fragment 3","ชิ้นส่วนหนังสือแห่งความลับ 3","A fragment of the document where Asura wrote down his secrets. What might happen if you collect all seven fragments...?","Fragment de document secret contenant le mystère d'Asura. Que se passera-t-il une fois que vous aurez rassemblé les 7 fragments ?","아수라의 비밀이 담긴 비전서. (이벤트 전용)","记载着阿修罗的奥义的秘传书残页。只要收集到7种就…?","記載著阿修羅的奧義的秘傳書殘頁。只要收集到７種就…?","Bagian dari dokumen rahasia berisi rahasia tentang Asura. Apa yang akan terjadi bila semua tujuh bagiannya terkumpul?","ชิ้นส่วนของหนังสือแห่งความลับที่บันทึกความลับของอาชูร่าเอาไว้ หากสะสมครบ 7 ชนิดแล้วล่ะก็..."
154,"秘伝書の断片4",153,3,,0,,"item_c_e006.swf",4,"cutinchara01_skl00.swf","アスラの奥義が記された秘伝書の断片。7種類集めると…？(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Secret Note #4","Fragment de document secret 4","비전서 두루마리4","秘传书的残页4","秘傳書的殘頁4","Secret Note Fragment 4","ชิ้นส่วนหนังสือแห่งความลับ 4","A fragment of the document where Asura wrote down his secrets. What might happen if you collect all seven fragments...?","Fragment de document secret contenant le mystère d'Asura. Que se passera-t-il une fois que vous aurez rassemblé les 7 fragments ?","아수라의 비밀이 담긴 비전서. (이벤트 전용)","记载着阿修罗的奥义的秘传书残页。只要收集到7种就…?","記載著阿修羅的奧義的秘傳書殘頁。只要收集到７種就…?","Bagian dari dokumen rahasia berisi rahasia tentang Asura. Apa yang akan terjadi bila semua tujuh bagiannya terkumpul?","ชิ้นส่วนของหนังสือแห่งความลับที่บันทึกความลับของอาชูร่าเอาไว้ หากสะสมครบ 7 ชนิดแล้วล่ะก็..."
155,"秘伝書の断片5",154,3,,0,,"item_c_e006.swf",5,"cutinchara01_skl00.swf","アスラの奥義が記された秘伝書の断片。7種類集めると…？(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Secret Note #5","Fragment de document secret 5","비전서 두루마리5","秘传书的残页5","秘傳書的殘頁5","Secret Note Fragment 5","ชิ้นส่วนหนังสือแห่งความลับ 5","A fragment of the document where Asura wrote down his secrets. What might happen if you collect all seven fragments...?","Fragment de document secret contenant le mystère d'Asura. Que se passera-t-il une fois que vous aurez rassemblé les 7 fragments ?","아수라의 비밀이 담긴 비전서. (이벤트 전용)","记载着阿修罗的奥义的秘传书残页。只要收集到7种就…?","記載著阿修羅的奧義的秘傳書殘頁。只要收集到７種就…?","Bagian dari dokumen rahasia berisi rahasia tentang Asura. Apa yang akan terjadi bila semua tujuh bagiannya terkumpul?","ชิ้นส่วนของหนังสือแห่งความลับที่บันทึกความลับของอาชูร่าเอาไว้ หากสะสมครบ 7 ชนิดแล้วล่ะก็..."
156,"秘伝書の断片6",155,3,,0,,"item_c_e006.swf",6,"cutinchara01_skl00.swf","アスラの奥義が記された秘伝書の断片。7種類集めると…？(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Secret Note #6","Fragment de document secret 6","비전서 두루마리6","秘传书的残页6","秘傳書的殘頁6","Secret Note Fragment 6","ชิ้นส่วนหนังสือแห่งความลับ 6","A fragment of the document where Asura wrote down his secrets. What might happen if you collect all seven fragments...?","Fragment de document secret contenant le mystère d'Asura. Que se passera-t-il une fois que vous aurez rassemblé les 7 fragments ?","아수라의 비밀이 담긴 비전서. (이벤트 전용)","记载着阿修罗的奥义的秘传书残页。只要收集到7种就…?","記載著阿修羅的奧義的秘傳書殘頁。只要收集到７種就…?","Bagian dari dokumen rahasia berisi rahasia tentang Asura. Apa yang akan terjadi bila semua tujuh bagiannya terkumpul?","ชิ้นส่วนของหนังสือแห่งความลับที่บันทึกความลับของอาชูร่าเอาไว้ หากสะสมครบ 7 ชนิดแล้วล่ะก็..."
157,"秘伝書の断片7",156,3,,0,,"item_c_e006.swf",7,"cutinchara01_skl00.swf","アスラの奥義が記された秘伝書の断片。7種類集めると…？(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Secret Note #7","Fragment de document secret 7","비전서 두루마리7","秘传书的残页7","秘傳書的殘頁7","Secret Note Fragment 7","ชิ้นส่วนหนังสือแห่งความลับ 7","A fragment of the document where Asura wrote down his secrets. What might happen if you collect all seven fragments...?","Fragment de document secret contenant le mystère d'Asura. Que se passera-t-il une fois que vous aurez rassemblé les 7 fragments ?","아수라의 비밀이 담긴 비전서. (이벤트 전용)","记载着阿修罗的奥义的秘传书残页。只要收集到7种就…?","記載著阿修羅的奧義的秘傳書殘頁。只要收集到７種就…?","Bagian dari dokumen rahasia berisi rahasia tentang Asura. Apa yang akan terjadi bila semua tujuh bagiannya terkumpul?","ชิ้นส่วนของหนังสือแห่งความลับที่บันทึกความลับของอาชูร่าเอาไว้ หากสะสมครบ 7 ชนิดแล้วล่ะก็..."
158,"A中隊のタグ",157,3,,0,,"item_c_e012.swf",1,"cutinchara01_skl00.swf","レジメントでの所属を識別するためのタグ。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Company A Tags","ID de l'Unité A","A중대 태그","A中队的军牌","A中隊的軍牌","A Squadron Badge","ป้ายชื่อกองกำลัง A","A tag used to identify the belonging team of the company. (Disappears after the conclusion of the event)","ID permettant de vérifier l'appartenance au Régiment (disparaît après l'événement).","레지멘트의 소속을 식별하기 위한 태그(이벤트 종료후 초기화)","为了识别连队所属队伍的军牌。(活动结束后会消失)","為了識別連隊所屬隊伍的軍牌。(活動結束後會消失)","Tanda pengenal Resimen (akan hilang setelah Event berakhir).","ป้ายชื่อที่ทำขึ้นมาเพื่อใช้แบ่งแยกสังกัดในกองทัพ (จะหายไปหลังจากจบอีเวนท์)"
159,"B中隊のタグ",158,3,,0,,"item_c_e012.swf",2,"cutinchara01_skl00.swf","レジメントでの所属を識別するためのタグ。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Company B Tags","ID de l'Unité B","B중대 태그","B中队的军牌","B中隊的軍牌","B Squadron Badge","ป้ายชื่อกองกำลัง B","A tag used to identify the belonging team of the company. (Disappears after the conclusion of the event)","ID permettant de vérifier l'appartenance au Régiment (disparaît après l'événement).","레지멘트의 소속을 식별하기 위한 태그(이벤트 종료후 초기화)","为了识别连队所属队伍的军牌。(活动结束后会消失)","為了識別連隊所屬隊伍的軍牌。(活動結束後會消失)","Tanda pengenal Resimen (akan hilang setelah Event berakhir).","ป้ายชื่อที่ทำขึ้นมาเพื่อใช้แบ่งแยกสังกัดในกองทัพ (จะหายไปหลังจากจบอีเวนท์)"
160,"C中隊のタグ",159,3,,0,,"item_c_e012.swf",3,"cutinchara01_skl00.swf","レジメントでの所属を識別するためのタグ。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Company C Tags","ID de l'Unité C","C중대 태그","C中队的军牌","C中隊的軍牌","C Squadron Badge","ป้ายชื่อกองกำลัง C","A tag used to identify the belonging team of the company. (Disappears after the conclusion of the event)","ID permettant de vérifier l'appartenance au Régiment (disparaît après l'événement).","레지멘트의 소속을 식별하기 위한 태그(이벤트 종료후 초기화)","为了识别连队所属队伍的军牌。(活动结束后会消失)","為了識別連隊所屬隊伍的軍牌。(活動結束後會消失)","Tanda pengenal Resimen (akan hilang setelah Event berakhir).","ป้ายชื่อที่ทำขึ้นมาเพื่อใช้แบ่งแยกสังกัดในกองทัพ (จะหายไปหลังจากจบอีเวนท์)"
161,"D中隊のタグ",160,3,,0,,"item_c_e012.swf",4,"cutinchara01_skl00.swf","レジメントでの所属を識別するためのタグ。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Company D Tags","ID de l'Unité D","D중대 태그","D中队的军牌","D中隊的軍牌","D Squadron Badge","ป้ายชื่อกองกำลัง D","A tag used to identify the belonging team of the company. (Disappears after the conclusion of the event)","ID permettant de vérifier l'appartenance au Régiment (disparaît après l'événement).","레지멘트의 소속을 식별하기 위한 태그(이벤트 종료후 초기화)","为了识别连队所属队伍的军牌。(活动结束后会消失)","為了識別連隊所屬隊伍的軍牌。(活動結束後會消失)","Tanda pengenal Resimen (akan hilang setelah Event berakhir).","ป้ายชื่อที่ทำขึ้นมาเพื่อใช้แบ่งแยกสังกัดในกองทัพ (จะหายไปหลังจากจบอีเวนท์)"
162,"E中隊のタグ",161,3,,0,,"item_c_e012.swf",5,"cutinchara01_skl00.swf","レジメントでの所属を識別するためのタグ。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Company E Tags","ID de l'Unité E","E중대 태그","E中队的军牌","E中隊的軍牌","E Squadron Badge","ป้ายชื่อกองกำลัง E","A tag used to identify the belonging team of the company. (Disappears after the conclusion of the event)","ID permettant de vérifier l'appartenance au Régiment (disparaît après l'événement).","레지멘트의 소속을 식별하기 위한 태그(이벤트 종료후 초기화)","为了识别连队所属队伍的军牌。(活动结束后会消失)","為了識別連隊所屬隊伍的軍牌。(活動結束後會消失)","Tanda pengenal Resimen (akan hilang setelah Event berakhir).","ป้ายชื่อที่ทำขึ้นมาเพื่อใช้แบ่งแยกสังกัดในกองทัพ (จะหายไปหลังจากจบอีเวนท์)"
163,"タリスマンA",162,3,,0,,"item_c_e016.swf",1,"cutinchara01_skl00.swf","淡く青色に光る不思議なタリスマン。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Talisman A","Talisman A","탈리스만 A","护身符A","護身符A",,"เครื่องราง A","A mysterious talisman emitting a faint blue glow. (Disappears after the event.)","Talisman mystérieux qui brille d'une lueur bleu pâle (disparaît après l'événement).","희미하게 푸른색이 빛나는 불가사의한 탈리스만.(이벤트 종료 후에 삭제됩니다)","散发着淡蓝色光芒的护身符(活动结束後消失)","散發著淡藍色光芒的護身符(活動結束後消失)",,"เครื่องรางลี้ลับที่ส่องแสงราวกับเปลวเพลิงสีฟ้า (จะหายไปหลังจากจบอีเวนท์)"
164,"タリスマンB",163,3,,0,,"item_c_e016.swf",2,"cutinchara01_skl00.swf","淡く赤色に光る不思議なタリスマン。(イベント終了後に消失します)","2010-04-06 04:53:16 UTC","Talisman B","Talisman B","탈리스만 B","护身符B","護身符B",,"เครื่องราง B","A mysterious talisman emitting a faint blue glow. (Disappears after the event.)","Talisman mystérieux qui brille d'une lueur bleu pâle (disparaît après l'événement).","희미하게 붉은색이 빛나는 불가사의한 탈리스만.(이벤트 종료 후에 삭제됩니다)","散发着淡红色光芒的护身符(活动结束後消失)","散發著淡紅色光芒的護身符(活動結束後消失)",,"เครื่องรางลี้ลับที่ส่องแสงราวกับเปลวเพลิงสีแดง (จะหายไปหลังจากจบอีเวนท์)"
